"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"89","Viral carcinogenesis","153/201",0.000125071466472545,0.000432831591837571,0,0,1.81244553161147,16.2877687827218,"RB1;ATF2;HDAC10;GTF2B;UBE3A;RBPJ;CDC20;CCND3;CCND2;CCND1;CREB3L1;CHEK1;CREB3L2;EP300;PRKACA;SKP2;PRKACB;USP7;ACTN1;MRPS18B;HLA-B;HLA-C;SCRIB;ACTN4;HLA-A;HLA-F;HLA-G;SND1;HLA-E;CCNE2;CCNE1;TBPL2;MAPKAPK2;VDAC3;TBPL1;ATP6V0D1;IL6ST;TP53;ATP6V0D2;ATF4;PXN;UBR4;PIK3R3;PIK3R2;PIK3R1;GTF2E1;GTF2E2;C3;SCIN;PMAIP1;STAT5A;LYN;STAT5B;CREBBP;EGR2;JUN;EGR3;EIF2AK2;NFKB1;NFKB2;NFKBIA;DLG1;HNRNPK;SNW1;CDK6;CDK4;CDK2;REL;MDM2;CDK1;GRB2;YWHAE;CDKN1A;GTF2H2C;CDKN1B;DDX3X;YWHAB;TRADD;PIK3CD;CHD4;PIK3CB;POLB;CASP8;YWHAQ;CASP3;RAC1;IKBKG;CCR5;CCR4;HRAS;JAK3;YWHAG;JAK1;YWHAH;TBP;SYK;TRAF2;TRAF1;YWHAZ;RHOA;DDB1;CCNA2;RBL2;KAT2B;CCNA1;KAT2A;CREB1;RBL1;PKM;PIK3CA;IRF3;TRAF3;TRAF5;RASA2;IRF9;CREB5;RBPJL;HDAC4;GTF2A1;VAC14;HDAC5;SP100;GTF2A2;HDAC2;HDAC3;ATF6B;SRC;HDAC1;SRF;HDAC8;HDAC9;RELA;HDAC6;HDAC7;CDC42;NRAS;MAPK1;BAK1;MAPK3;RANBP1;CDKN2B;GSN;CDKN2A;BAD;STAT3;GTF2H1;GTF2H2;GTF2H3;GTF2H4;PSMC1;BAX;KRAS;LTBR"
"90","Phosphatidylinositol signaling system","80/99",0.000182885770050639,0.00062587574639552,0,0,2.39000020729255,20.5698924337681,"DGKG;PI4K2B;DGKE;DGKD;CALML6;MTMR14;INPPL1;PTEN;PIK3CD;CALML3;CALML4;PIK3CB;PIK3C2A;PIK3C2B;PIP4P2;PIP4P1;PPIP5K1;IMPA1;PPIP5K2;IMPA2;PIP4K2A;PLCE1;PIP4K2B;PIP4K2C;PRKCB;SACM1L;IPMK;ITPK1;OCRL;PRKCA;DGKZ;INPP4A;ITPKB;INPP4B;ITPKC;PIK3CA;DGKQ;IMPAD1;PIK3C3;PLCB1;PI4K2A;DGKH;CDS1;IPPK;MTMR1;MTMR2;MTMR3;ITPR1;ITPR2;PIK3R3;ITPR3;PIK3R2;PIK3R1;MTMR4;MTMR6;MTM1;INPP5A;INPP5F;INPP5E;PLCG2;INPP5J;PIP5K1A;INPP5K;PIP5K1B;PLCG1;PIP5K1C;IP6K1;CDIPT;IP6K2;SYNJ2;PIKFYVE;SYNJ1;PI4KA;CALM3;PI4KB;CALM1;PLCD3;CALM2;PLCD1;CDS2"
"91","Central carbon metabolism in cancer","55/65",0.000186697153372739,0.00063189805756927,0,0,3.11969339622642,26.7857584873724,"FLT3;SLC2A1;PTEN;PIK3CD;PIK3CB;HK2;GLS;HK1;MYC;AKT2;AKT3;AKT1;SLC16A3;HRAS;PDK1;PDGFRB;PDGFRA;G6PD;MAP2K1;MAP2K2;PGAM1;SIRT3;SLC7A5;PKM;PIK3CA;KIT;PGAM4;RAF1;TP53;MET;PIK3R3;PIK3R2;PDHB;SLC1A5;PIK3R1;HIF1A;EGFR;NRAS;LDHA;ERBB2;MAPK1;MAPK3;TIGAR;PDHA1;IDH1;NTRK3;GCK;MTOR;PFKL;KRAS;PFKM;FGFR3;FGFR2;PFKP;FGFR1"
"92","Wnt signaling pathway","122/158",0.000206075586942929,0.000689905225852415,0,0,1.92545026651563,16.3418115267971,"FZD10;CCND3;FRAT2;CCND2;CCND1;SOX17;MYC;CCN4;EP300;BTRC;PRKACA;MAP3K7;PRKACB;CER1;SKP1;RNF43;CSNK2A1;FBXW11;PRKCB;CSNK2A3;CTNNBIP1;WNT5A;CSNK2A2;PRKCA;CSNK1E;DKK1;RBX1;SFRP1;DAAM1;TBL1XR1;DAAM2;ROR1;TP53;CTBP2;CTBP1;TCF7;CUL1;PSEN1;NLK;PORCN;PPP3R1;PPP3R2;DVL1;DVL2;DVL3;WNT1;WNT2;WNT4;FZD1;CREBBP;WNT10A;FZD3;SMAD4;JUN;SMAD3;FZD2;FZD5;FZD4;WNT3A;FZD7;SIAH1;FZD6;FZD9;NFATC3;NFATC2;VANGL1;FOSL1;VANGL2;BAMBI;INVS;GSK3B;WNT2B;CHD8;PPP3CA;PPP3CB;PPP3CC;RAC2;RAC3;RSPO1;RAC1;APC2;MMP7;AXIN1;WNT9B;CACYBP;AXIN2;WNT9A;WNT16;SENP2;RHOA;PLCB1;PPARD;CAMK2D;ROCK2;LEF1;CAMK2A;LRP5;PRICKLE2;WNT8B;PRICKLE1;CXXC4;NKD1;PRICKLE4;LRP6;NKD2;MAPK9;MAPK8;WNT11;ZNRF3;GPC4;TBL1X;CAMK2G;TCF7L2;RYK;CSNK1A1;WNT7B;WNT7A;MAPK10;APC;CTNNB1;LGR5;LGR4"
"93","Oxytocin signaling pathway","118/153",0.000283635211400454,0.000939351022702579,0,0,1.91519091637603,15.6429377585287,"GUCY1B1;CALML6;CALML3;CALML4;ELK1;ACTB;MYLK3;ACTG1;MYLK;MYLK4;PPP1CB;PPP1CC;RGS2;CCND1;PRKACA;PRKACB;GUCY1A2;GUCY1A1;PRKAB2;MAP2K1;MEF2C;MAP2K2;PRKCB;CACNA2D1;PRKCA;CACNA2D4;PRKAB1;CACNB1;CACNB2;MYL6;ADCY9;CACNB4;RAF1;MYL9;NPR1;ITPR1;ITPR2;ITPR3;CACNA1C;PIK3R6;PIK3R5;TRPM2;PPP3R1;PPP3R2;MAP2K5;JUN;NFATC3;NFATC2;EEF2;GNAO1;RCAN1;GNAQ;GNAS;CALM3;CALM1;CALM2;RYR2;CDKN1A;PRKAG1;PIK3CG;PPP3CA;PPP3CB;EEF2K;PPP3CC;CD38;HRAS;PPP1R12A;CAMK1D;PLA2G4D;PLA2G4E;PLA2G4B;PLA2G4A;FOS;RHOA;JMJD7-PLA2G4B;PPP1R12B;PLCB1;PPP1R12C;CAMK1G;PRKAA1;CAMK2D;PRKAA2;ROCK1;ROCK2;SRC;CAMK2A;GNAI3;ADCY3;ADCY2;ADCY1;PTGS2;ADCY7;EGFR;ADCY6;GNAI1;ADCY5;GNAI2;CAMKK2;CACNG7;NRAS;CACNG8;MAPK7;MAPK1;CACNG1;CACNG2;CAMK2G;KCNJ2;MAPK3;KCNJ3;KCNJ4;KCNJ5;KCNJ6;KCNJ12;NOS3;KCNJ14;PPP1CA;CAMK4;KRAS"
"94","B cell receptor signaling pathway","59/71",0.000305700120397724,0.00100165571364361,0,0,2.78892078221663,22.5704735512728,"GSK3B;IFITM1;CD81;INPPL1;PIK3CD;PIK3CB;IKBKB;PPP3CA;PPP3CB;PPP3CC;AKT2;AKT3;RAC2;AKT1;RAC3;RAC1;IKBKG;HRAS;VAV3;CR2;MAP2K1;MAP2K2;SYK;CHUK;PRKCB;FOS;VAV2;PIK3CA;BTK;RAF1;SOS1;SOS2;PIK3R3;DAPP1;PIK3R2;PIK3R1;BCL10;RELA;MALT1;RASGRP3;NRAS;PPP3R1;PPP3R2;CD19;PLCG2;MAPK1;MAPK3;LYN;JUN;NFATC3;NFATC2;NFKB1;NFKBIA;PTPN6;KRAS;GRB2;NFKBIE;PIK3AP1;NFKBIB"
"95","Oocyte meiosis","98/125",0.000317441036389371,0.00102561960574768,0,0,2.06090353191402,16.6010281931787,"CALML6;CALML3;CALML4;SMC3;IGF1R;CDC20;PPP1CB;PPP1CC;RPS6KA3;RPS6KA6;SLK;CDC23;PTTG1;PPP2R1B;PPP2R1A;RPS6KA2;CDC27;RPS6KA1;FBXO5;BTRC;PRKACA;PRKACB;SKP1;MAP2K1;ANAPC7;FBXW11;CDC25C;RBX1;SGO1;AR;ADCY9;CCNE2;CCNE1;ANAPC4;PGR;ANAPC1;ANAPC2;ANAPC13;CUL1;ITPR1;ITPR2;ITPR3;PKMYT1;FBXO43;ANAPC10;ANAPC11;CCNB2;PPP3R1;CCNB1;PPP3R2;PLK1;IGF1;CPEB1;CDK2;CDK1;CALM3;CPEB3;CALM1;CPEB2;CALM2;CPEB4;YWHAE;YWHAB;PPP3CA;PPP3CB;PPP3CC;YWHAQ;PPP2R5E;SPDYE1;YWHAG;YWHAH;PPP2R5B;PPP2R5A;PPP2R5D;PPP2R5C;SMC1A;YWHAZ;SMC1B;ESPL1;CAMK2D;CAMK2A;ADCY3;ADCY2;ADCY1;ADCY7;ADCY6;AURKA;ADCY5;PPP2CA;PPP2CB;MAPK1;CAMK2G;BUB1;MAPK3;MAPK12;PPP1CA;MAD2L2;MAD2L1"
"96","Long-term potentiation","56/67",0.000320449592219922,0.00102561960574768,0,0,2.88747685995897,23.2320196608955,"CALML6;ARAF;CALML3;CALML4;GRM1;PPP1CB;PPP3CA;PPP1CC;RPS6KA3;PPP3CB;GRM5;RPS6KA6;PPP3CC;RPS6KA2;RPS6KA1;EP300;PRKACA;HRAS;PRKACB;MAP2K1;MAP2K2;PRKCB;PRKCA;RAF1;PLCB1;RAPGEF3;ATF4;GRIA1;CAMK2D;CAMK2A;ITPR1;ITPR2;ITPR3;ADCY1;CACNA1C;RAP1B;NRAS;PPP3R1;GRIN2A;RAP1A;PPP3R2;MAPK1;CAMK2G;MAPK3;CREBBP;BRAF;GRIN2B;GRIN2D;PPP1CA;PPP1R1A;CAMK4;GNAQ;CALM3;KRAS;CALM1;CALM2"
"97","Hedgehog signaling pathway","41/47",0.000323025604912659,0.00102561960574768,0,0,3.87386786032145,31.1372936036243,"GSK3B;HHIP;CUL3;CUL1;IHH;ARRB1;LRP2;ARRB2;GLI3;GLI2;SHH;GRK3;GRK2;CCND2;CCND1;KIF3A;SUFU;BOC;SPOP;BTRC;PRKACA;PRKACB;CDON;CSNK1G3;SMURF2;CSNK1A1;FBXW11;SMURF1;PTCH1;PTCH2;CSNK1D;CSNK1E;KIF7;EVC;SMO;GPR161;BCL2;GAS1;SPOPL;CSNK1G2;CSNK1G1"
"98","GnRH signaling pathway","75/93",0.000326333510919717,0.00102561960574768,0,0,2.36450131233596,18.9812486502648,"CALML6;CALML3;CALML4;ELK1;PRKACA;HRAS;PRKACB;MAP3K4;MAP2K3;MAP2K4;MAP2K1;MAP2K2;PLA2G4D;PLA2G4E;PRKCB;MMP2;FSHB;PLA2G4B;PRKCD;PLA2G4A;PRKCA;MMP14;ADCY9;JMJD7-PLA2G4B;RAF1;SOS1;PLCB1;SOS2;HBEGF;ATF4;CAMK2D;SRC;CAMK2A;ITPR1;ITPR2;ADCY3;ITPR3;ADCY2;ADCY1;CACNA1C;PLD1;ADCY7;EGFR;ADCY6;ADCY5;PLD2;CDC42;MAPK9;NRAS;MAPK8;MAPK7;GNA11;PTK2B;MAPK1;MAP2K7;CAMK2G;MAPK3;MAP2K6;MAP3K2;MAP3K3;EGR1;JUN;MAP3K1;MAPK14;MAPK12;MAPK13;MAPK10;MAPK11;GNAQ;GNAS;CALM3;KRAS;GRB2;CALM1;CALM2"
"99","Basal cell carcinoma","53/63",0.000332299634036907,0.00103382108367038,0,0,3.00577739349159,24.0746943316999,"GSK3B;CDKN1A;WNT2B;HHIP;FZD10;GLI3;GLI2;SHH;SUFU;POLK;APC2;WNT5A;AXIN1;WNT9B;AXIN2;WNT9A;KIF7;WNT16;DDB2;SMO;TP53;LEF1;TCF7;WNT8B;WNT11;DVL1;DVL2;DVL3;BAK1;WNT1;WNT2;WNT4;FZD1;TCF7L2;WNT10A;FZD3;FZD2;FZD5;FZD4;WNT3A;GADD45A;PTCH1;FZD7;WNT7B;PTCH2;FZD6;FZD9;WNT7A;BMP4;BMP2;APC;BAX;CTNNB1"
"100","Thermogenesis","172/231",0.00036499473295112,0.00112418377748945,0,0,1.6575983388405,13.1209312182528,"KLB;ATF2;NDUFA13;SMARCB1;NDUFA11;KDM1A;NDUFA12;NDUFA10;COX6A1;NDUFC2-KCTD14;ACTB;ACTG1;LIPE;RPS6KA3;RPS6KA6;CREB3L1;RPS6KA2;CREB3L2;DPF1;RPS6KA1;DPF3;PRKACA;PRKACB;MAP3K5;MAP2K3;PRKAB2;SMARCC1;CPT1A;SMARCC2;ACSL1;RPS6;ACSL6;ACSL5;ACSL4;FRS2;TSC1;SDHC;ACSL3;SDHD;CPT1C;COX6B2;SDHA;PRKAB1;CPT1B;COX6B1;COX7A2L;ADCY9;UQCRC1;COX19;UQCRB;NDUFB11;COX15;NPR1;COX18;COX17;ATP5MC2;ATP5MC3;COX7A2;UQCRH;ATP5MC1;PRDM16;NDUFV3;CYC1;NDUFV2;PPARGC1A;ATP5MG;NDUFV1;ATP5MF;COX10;FGF21;COA4;COA1;SMARCA2;SMARCA4;NDUFAF7;UQCRQ;RHEB;NDUFAF4;GNAS;NDUFAF3;GRB2;COX20;FGFR1;COX7B;COX4I1;PRKAG1;COX7C;RPTOR;CPT2;UQCRFS1;PRKG2;HRAS;COA7;PRKG1;COX8A;NDUFC2;NDUFC1;ARID1A;ARID1B;CREB1;NDUFS8;ADRB3;NDUFS7;NDUFS6;NDUFS5;AKT1S1;ZNF516;NDUFS3;NDUFS2;PPARG;NDUFS1;PLIN1;SOS1;SOS2;MGLL;CREB5;NDUFB9;SMARCD1;PRKAA1;NDUFB8;KDM3A;SMARCD2;PRKAA2;SMARCD3;KDM3B;NDUFB6;NDUFB5;NDUFB4;ADCY3;UQCR11;ADCY2;ADCY1;UQCR10;COX5B;ADCY7;COX5A;ADCY6;ADCY5;ATP5F1A;NRAS;SLC25A29;ATP5F1B;CNR1;SLC25A20;SMARCE1;NDUFA8;NDUFA7;ATP5PD;NDUFA6;NDUFA5;ATP5PB;NDUFA4;NDUFA3;NDUFA2;BMP8A;NDUFA1;BMP8B;COX6C;ATP5F1C;MAPK14;ATP5F1D;ATP5F1E;MAPK12;MTOR;MAPK13;MAPK11;RPS6KB1;NDUFAB1;RPS6KB2;ATP5PO;KRAS;PNPLA2"
"101","Dopaminergic synapse","102/131",0.000385272818241619,0.001174891366519,0,0,1.99716475700444,15.7008282819575,"ATF2;CALML6;CALML3;PPP2R2A;CALML4;COMT;PPP1CB;PPP1CC;PPP2R1B;PPP2R1A;KIF5C;CREB3L1;KIF5B;AKT2;KIF5A;CREB3L2;AKT3;AKT1;PRKACA;PRKACB;SCN1A;PRKCB;PRKCA;CLOCK;ATF4;GRIA1;MAOB;MAOA;CACNA1B;ITPR1;CACNA1A;ITPR2;ITPR3;CACNA1C;GRIN2A;GNG12;GRIN2B;GNG11;GNAO1;GNAL;GNB2;GNAQ;GNB1;GNAS;GNB4;GNB3;CALM3;GNB5;CALM1;CALM2;GSK3B;GSK3A;ARRB2;PPP3CA;PPP3CB;PPP3CC;PPP2R5E;SLC18A2;PPP2R5B;PPP2R5A;PPP2R5D;PPP2R5C;FOS;CREB1;LRTOMT;PLCB1;CREB5;CAMK2D;DDC;ATF6B;CAMK2A;GNAI3;GNAI1;ADCY5;ARNTL;GNAI2;PPP2CA;PPP2CB;MAPK9;GNG3;MAPK8;GNG2;GNG5;GNG4;PPP2R3C;GNG7;GNG8;CAMK2G;KCNJ3;KCNJ5;KCNJ6;PPP2R3B;PPP2R3A;MAPK14;MAPK12;MAPK13;PPP1CA;MAPK10;MAPK11;PPP2R2C;PPP2R2B;PPP2R2D"
"102","Phospholipase D signaling pathway","114/148",0.000390305388260606,0.00117856921161046,0,0,1.90435194692362,14.9464606573146,"DGKG;DGKE;DGKD;AKT2;AKT3;AKT1;PDGFRB;PDGFRA;MAP2K1;MAP2K2;F2R;TSC1;PRKCA;DGKZ;ADCY9;DGKQ;AGTR1;RAF1;PLPP3;PLPP1;DGKH;SHC4;PTGFR;SHC3;SHC1;PDGFB;LPAR1;LPAR2;PDGFA;PIK3R3;LPAR3;PIK3R2;PIK3R1;PLD1;PIK3R6;PIK3R5;PLD2;RRAS;PDGFC;PLCG2;PIP5K1A;PIP5K1B;PLCG1;PIP5K1C;RALGDS;INSR;LPAR6;RHEB;GNAS;GRB2;ARF1;CXCL8;PIK3CD;PIK3CB;GRM1;PIK3CG;GRM5;GRM4;GRM6;GRM8;HRAS;PLA2G4D;SYK;PLA2G4E;PLA2G4B;SPHK1;GAB1;PLA2G4A;RRAS2;AVPR1A;GAB2;F2;RHOA;DNM1;DNM2;DNM3;MRAS;PIK3CA;JMJD7-PLA2G4B;KIT;SOS1;PLCB1;SOS2;RAPGEF3;ARF6;AGPAT5;RALA;ADCY3;ADCY2;ADCY1;AGPAT1;ADCY7;AGPAT2;EGFR;ADCY6;AGPAT3;ADCY5;AGPAT4;CYTH3;GNA13;CYTH2;NRAS;CXCR2;GNA12;PTK2B;MAPK1;FYN;CYTH1;MAPK3;EGF;PTPN11;MTOR;KITLG;KRAS"
"103","Prolactin signaling pathway","58/70",0.000401338585813303,0.00120011926631551,0,0,2.74143534900789,21.4399575065264,"GSK3B;PIK3CD;PIK3CB;CCND2;CCND1;AKT2;AKT3;AKT1;JAK2;HRAS;MAP2K1;MAP2K2;CISH;FOS;PRLR;PIK3CA;IRF1;ELF5;RAF1;SOS1;SOS2;SHC4;GALT;SHC3;SHC1;SRC;PIK3R3;PIK3R2;TNFRSF11A;PIK3R1;FOXO3;RELA;SOCS3;MAPK9;NRAS;MAPK8;SOCS1;MAPK1;SOCS6;SOCS7;SOCS4;SOCS5;MAPK3;STAT5A;STAT5B;STAT1;STAT3;MAPK14;ESR1;GCK;MAPK12;NFKB1;ESR2;MAPK13;MAPK10;MAPK11;KRAS;GRB2"
"104","Huntington disease","145/193",0.000524309581445111,0.00155276299120283,0,0,1.71658913961467,12.9661328901912,"NDUFA13;NDUFA11;NDUFA12;NDUFA10;COX6A1;NDUFC2-KCTD14;CREB3L1;CREB3L2;EP300;AP2M1;TGM2;SDHC;SDHD;COX6B2;SDHA;COX6B1;COX7A2L;TBPL2;UQCRC1;VDAC3;PPIF;TBPL1;TFAM;VDAC2;VDAC1;TP53;UQCRB;NDUFB11;ATP5MC2;ITPR1;ATP5MC3;COX7A2;NRF1;UQCRH;ATP5MC1;NDUFV3;CYC1;NDUFV2;PPARGC1A;NDUFV1;CREBBP;DNAH10;DNAH17;BDNF;DNAH14;GRIN2B;UQCRQ;DLG4;SP1;GNAQ;CYCS;RCOR1;DNAL1;COX7B;HIP1;COX4I1;CLTC;CLTB;CLTA;AP2A1;COX7C;AP2A2;BBC3;CASP9;GRM5;CASP8;SIN3A;CASP3;UQCRFS1;IFT57;COX8A;GPX1;TBP;APAF1;NDUFC2;NDUFC1;CREB1;NDUFS8;NDUFS7;NDUFS6;NDUFS5;NDUFS3;NDUFS2;PPARG;NDUFS1;HAP1;PLCB1;SLC25A5;SLC25A4;CREB5;SLC25A6;DNAH3;NDUFB9;NDUFB8;DNAH1;HDAC2;NDUFB6;DCTN2;NDUFB5;HDAC1;DCTN1;NDUFB4;DCTN4;HTT;UQCR11;DNAH9;UQCR10;COX5B;COX5A;ATP5F1A;ATP5F1B;POLR2A;POLR2B;POLR2C;POLR2D;AP2S1;POLR2E;POLR2F;POLR2H;POLR2K;POLR2L;POLR2J3;NDUFA8;NDUFA7;ATP5PD;NDUFA6;NDUFA5;ATP5PB;NDUFA4;NDUFA3;NDUFA2;NDUFA1;AP2B1;COX6C;ATP5F1C;SOD2;ATP5F1D;ATP5F1E;SOD1;REST;NDUFAB1;ATP5PO;BAX;SLC25A31;TAF4"
"105","Basal transcription factors","39/45",0.000610439425259998,0.00177372965075547,0,0,3.68432003768844,27.2688739173486,"GTF2A1;GTF2A2;GTF2H2C;CCNH;GTF2B;TAF9;GTF2E1;GTF2E2;TAF5L;TAF9B;GTF2I;TBP;TAF15;TAF12;TAF13;TAF10;TAF11;GTF2H1;GTF2H2;GTF2H3;GTF2F1;GTF2F2;GTF2H4;GTF2H5;TAF6L;CDK7;ERCC3;TBPL2;ERCC2;TAF8;TBPL1;TAF7;TAF6;TAF5;MNAT1;TAF4;TAF3;TAF2;TAF1"
"106","Proteasome","39/45",0.000610439425259998,0.00177372965075547,0,0,3.68432003768844,27.2688739173486,"PSMD12;PSMD11;PSMD14;PSMD13;POMP;PSMA7;PSMD8;PSMB6;PSMB7;PSMB4;PSMD6;PSMD7;PSMB5;PSMD4;PSMB2;PSMB3;PSMD2;PSMB1;PSMD3;PSMD1;PSMF1;PSMB8;PSMB9;PSMA5;SEM1;PSMC5;PSMA3;PSMC6;PSMA4;PSMC3;PSMA1;PSMC4;PSMA2;PSME3;PSMC1;PSMC2;PSME4;PSME1;PSME2"
"107","Melanoma","59/72",0.000639009383664407,0.00183939149690315,0,0,2.57403150482735,18.9335240485613,"RB1;CDKN1A;ARAF;PTEN;PIK3CD;PIK3CB;FGF1;FGF2;IGF1R;FGF5;FGF7;CCND1;FGF9;CDH1;AKT2;AKT3;AKT1;POLK;HRAS;PDGFRB;PDGFRA;MAP2K1;MAP2K2;MITF;DDB2;PIK3CA;RAF1;TP53;MET;PDGFB;PIK3R3;PDGFA;PIK3R2;PIK3R1;EGFR;NRAS;PDGFC;E2F1;E2F2;MAPK1;E2F3;BAK1;FGF23;FGF21;MAPK3;EGF;BAD;CDKN2A;GADD45A;BRAF;IGF1;CDK6;CDK4;FGF19;MDM2;BAX;KRAS;FGFR1;FGF10"
"108","DNA replication","32/36",0.000733770077718407,0.00209260355497472,0,0,4.53331240681158,32.7183428356706,"RNASEH2C;PRIM2;FEN1;RNASEH2B;RNASEH2A;PCNA;MCM7;PRIM1;POLD3;RNASEH1;POLD1;POLD2;POLE;RFC5;RFC3;RFC4;LIG1;RFC1;RFC2;RPA1;RPA2;POLA1;POLA2;RPA3;POLE2;POLE3;MCM3;MCM4;MCM5;MCM6;DNA2;MCM2"
"109","Ferroptosis","35/40",0.000800780642189692,0.0022627563100406,0,0,3.96703296703297,28.2846415901937,"STEAP3;TFRC;ALOX15;SLC40A1;SLC3A2;SLC7A11;SAT1;MAP1LC3B;PCBP1;FTH1;PCBP2;HMOX1;SLC39A8;ATG7;ATG5;PRNP;GPX4;ACSL1;GSS;NCOA4;SLC11A2;ACSL6;CYBB;ACSL5;ACSL4;ACSL3;SLC39A14;CP;GCLC;LPCAT3;VDAC3;VDAC2;GCLM;TP53;FTL"
"110","Parathyroid hormone synthesis, secretion and action","83/106",0.000958432671812207,0.00268361148107418,0,0,2.04773290946711,14.2321762864146,"ATF2;CDKN1A;ARAF;ARRB1;ARRB2;AKAP13;CREB3L1;CREB3L2;PDE4B;PDE4A;PRKACA;PRKACB;MEF2A;ARHGEF11;MAP2K1;MEF2C;PRKCB;PDE4D;PDE4C;PRKCA;FOS;RUNX2;RHOA;MMP14;ADCY9;CREB1;MMP13;MMP16;MMP15;MMP17;ARHGEF1;RAF1;PLCB1;ATF4;CREB5;HBEGF;GCM2;GCM1;ATF6B;ITPR1;LRP5;GNAI3;ITPR2;ADCY3;ITPR3;ADCY2;GATA3;ADCY1;PLD1;ADCY7;EGFR;ADCY6;PTHLH;GNAI1;PLD2;LRP6;ADCY5;GNAI2;RXRB;GNA13;SLC9A3R1;CYP27B1;RXRA;GNA11;GNA12;MAPK1;FGF23;MEF2D;MAPK3;EGR1;KL;JUND;VDR;BRAF;NR4A2;MAFB;CYP24A1;NACA;SP1;GNAQ;GNAS;BCL2;FGFR1"
"111","Bacterial invasion of epithelial cells","60/74",0.000981611530298408,0.00269943170832062,0,0,2.43053761024662,16.8346689091065,"ITGB1;ARPC1B;ARPC1A;CLTC;CLTB;ARPC5L;ILK;CLTA;PIK3CD;PIK3CB;WASL;ACTB;CRKL;ACTG1;CDH1;RAC1;GAB1;RHOG;RHOA;DNM1;DNM2;CD2AP;DNM3;ARHGAP10;PIK3CA;CTTN;ELMO1;ELMO2;HCLS1;ITGA5;DOCK1;MET;CRK;VCL;SHC4;SHC3;ARHGEF26;SHC1;SRC;PXN;PIK3R3;PIK3R2;PIK3R1;CBL;CDC42;CTNNA1;CTNNA3;WASF1;WASF2;CAV2;CAV1;FN1;ARPC4;ARPC5;PTK2;MAD2L2;ARPC2;ARPC3;CTNNB1;BCAR1"
"112","Inositol phosphate metabolism","60/74",0.000981611530298408,0.00269943170832062,0,0,2.43053761024662,16.8346689091065,"PI4K2B;MTMR14;INPPL1;PTEN;PIK3CD;PIK3CB;PIK3C2A;PIK3CG;PIK3C2B;IMPA1;IMPA2;PIP4K2A;PLCE1;PIP4K2B;PIP4K2C;MIOX;TPI1;SACM1L;IPMK;ITPK1;OCRL;ITPKB;INPP4A;ITPKC;INPP4B;MINPP1;PIK3CA;IMPAD1;PIK3C3;PLCB1;PI4K2A;IPPK;MTMR1;MTMR2;ISYNA1;MTMR3;MTMR4;MTMR6;MTM1;INPP5A;INPP5F;INPP5E;PLCG2;INPP5J;PIP5K1A;INPP5K;PIP5K1B;PLCG1;PIP5K1C;CDIPT;SYNJ2;FIG4;ALDH6A1;PIKFYVE;SYNJ1;PI4KA;PI4KB;PLCH2;PLCD3;PLCD1"
"113","Gap junction","70/88",0.00107181129330771,0.00288276516675566,0,0,2.20599938781757,15.0855178264543,"GUCY1B1;HTR2C;HTR2A;GRM1;TUBB8;TUBA1C;TUBB6;GRM5;GJA1;TUBA1B;TUBA1A;PRKG2;PRKACA;HRAS;PRKACB;PRKG1;PDGFRB;PDGFRA;GUCY1A2;GUCY1A1;MAP2K1;MAP2K2;PRKCB;TUBB;CSNK1D;PRKCA;GJD2;TUBB2B;TUBB2A;ADCY9;RAF1;SOS1;PLCB1;SOS2;TUBAL3;SRC;ITPR1;PDGFB;GNAI3;LPAR1;ITPR2;ADCY3;PDGFA;ITPR3;ADRB1;ADCY2;ADCY1;ADCY7;EGFR;ADCY6;GNAI1;ADCY5;GNAI2;NRAS;MAPK7;GNA11;PDGFC;MAPK1;MAP2K5;MAPK3;MAP3K2;EGF;TUBB4B;TUBB4A;TJP1;GNAQ;CDK1;GNAS;KRAS;GRB2"
"114","Pathogenic Escherichia coli infection","46/55",0.00107284632213758,0.00288276516675566,0,0,2.89746074143906,19.8112141116104,"ITGB1;ROCK1;TUBAL3;ROCK2;ARPC1B;ARPC1A;ARPC5L;LY96;WASL;CLDN1;ACTB;ACTG1;TUBB8;CDC42;TUBA1C;TUBB6;TUBA1B;TUBA1A;YWHAQ;CDH1;NCK2;ABL1;FYN;NCK1;TUBB;PRKCA;ARPC4;ARPC5;TUBB4B;YWHAZ;TUBB4A;RHOA;TUBB2B;OCLN;TUBB2A;KRT18;CTTN;ARPC2;ARPC3;NCL;HCLS1;CTNNB1;ARHGEF2;TLR5;EZR;TLR4"
